Exploration Summary
Exploration Point,Quality of Fit,f(MAX) Geomean,WC Slack: Setup,WC Slack: Hold,WC Slack: Recovery,WC Slack: Removal
dse1_base,-10000.000,No Data,No Data,No Data,No Data,No Data
